,Name,phenotype,reviewCount,topEffect,thc,subtitle
387,"Cherry,Bomb",Hybrid,184,Energetic,18.0,
388,"Dirty,Girl",Sativa,183,Aroused,23.0,
389,M-39,Indica,183,Hungry,,M39
390,"Citrus,Sap",Hybrid,182,Uplifted,19.0,
391,Huckleberry,Hybrid,181,Hungry,21.0,
392,"Jupiter,OG",Indica,181,Sleepy,19.0,
393,"Marionberry,Kush",Hybrid,181,Happy,20.0,"Marion,Berry,,Marion,Berry,Kush"
394,"Tiger's,Milk",Indica,181,Sleepy,,"Tiger,Milk"
395,"Layer,Cake",Hybrid,179,Relaxed,24.0,
396,"Darth,Vader,OG",Indica,179,Sleepy,21.0,"Darth,Vader,,Vader,Kush"
397,"Critical,Jack",Hybrid,178,Focused,20.0,"Critical,Jack,Herer"
398,"Outer,Space",Sativa,177,Energetic,,
399,"Pot,of,Gold",Indica,176,Hungry,15.0,
400,"Critical,Plus",Hybrid,176,Creative,20.0,
401,"Honey,Bananas",Hybrid,176,Giggly,21.0,"Honey,Banana"
402,Kushberry,Indica,176,Sleepy,,"Kush,Berry"
403,Hawaiian,Sativa,174,Happy,24.0,
404,Oreoz,Hybrid,174,Hungry,20.0,"Oreo,Cookies,,Oreos"
405,Bubbleberry,Hybrid,173,Happy,19.0,
406,"Strawberry,Fields",Indica,173,Relaxed,19.0,
407,"Purple,Gorilla",Hybrid,173,Sleepy,17.0,
408,"Snow,White",Hybrid,172,Hungry,18.0,
409,"Cherry,OG",Hybrid,172,Talkative,19.0,"Cherry,OG,Kush,,OG,Cherry"
410,"King,Kong",Hybrid,172,Relaxed,17.0,"King,Kong,OG,,King,Kong,Kush"
411,Goo,Indica,171,Sleepy,17.0,
412,Cornbread,Indica,171,Sleepy,22.0,
413,Pitbull,Indica,171,Sleepy,18.0,
414,"Qrazy,Train",Hybrid,171,Focused,16.0,
415,"Face,Off,OG",Indica,171,Sleepy,22.0,"Faceoff,OG,Kush,,Face,Off,,OG,Face,Off"
416,"Wonder,Woman",Hybrid,170,Energetic,18.0,
417,"Burmese,Kush",Hybrid,170,Hungry,25.0,Burma
418,"White,Gold",Hybrid,170,Focused,21.0,"Oro,Blanco"
419,"Cheetah,Piss",Hybrid,169,Aroused,20.0,
420,"Fruit,Punch",Sativa,169,Energetic,18.0,
421,"White,Tahoe,Cookies",Indica,169,Relaxed,20.0,"Tahoe,Cookies"
422,"Mother,of,Berries",Indica,169,Sleepy,20.0,"MOB,,Mother,of,All,Berries,,Maine,Original,Blueberry"
423,"Green,Ribbon",Hybrid,169,Energetic,18.0,
424,"Charlie,Sheen",Hybrid,168,Talkative,17.0,"Charlie,Sheen,OG"
425,"Cookie,Monster",Indica,167,Sleepy,17.0,
426,"Grape,Kush",Hybrid,167,Sleepy,21.0,
427,"Pineapple,Upside,Down,Cake",Hybrid,167,Giggly,22.0,
428,"Blue,God",Indica,167,Sleepy,,
429,"Golden,Ticket",Hybrid,166,Uplifted,18.0,"Mr.,Dank"
430,"Purple,Wreck",Indica,165,Sleepy,17.0,
431,A-10,Indica,164,Creative,11.0,
432,"Orange,Haze",Hybrid,163,Energetic,20.0,
433,"Strawberry,Haze",Sativa,163,Energetic,19.0,"Arjan's,Strawberry,Haze"
434,"Purple,Dragon",Indica,163,Hungry,13.0,
435,"Alien,Walker",Hybrid,162,Creative,19.0,Ewok
436,Tangilope,Sativa,162,Energetic,14.0,
437,"Snoop,Dogg,OG",Indica,161,Hungry,,"Snoop,Dogg,OG,Kush,,Snoop's,OG"
438,"Green,Poison",Indica,161,Sleepy,,
439,"Cannalope,Kush",Hybrid,161,Happy,19.0,"Cantaloupe,Kush,,Canalope"
440,"Blue,Mystic",Indica,159,Sleepy,15.0,
441,"Blueberry,Cookies",Hybrid,159,Tingly,16.0,
442,"Silverback,Gorilla",Indica,158,Sleepy,,"Silver,Gorilla"
443,"Buddha's,Sister",Indica,158,Sleepy,24.0,
444,"3X,Crazy",Indica,157,Sleepy,13.0,"Optimus,Prime,,3,Times,Crazy,,Three,Times,Crazy,,Insane,OG"
445,"Blue,OG",Hybrid,156,Happy,16.0,"Blue,OG,Kush"
446,Thai,Sativa,155,Energetic,19.0,"Thai,Stick,,Thailand"
447,"Abusive,OG",Indica,155,Sleepy,19.0,"Abusive,OG,Kush"
448,"Apollo,13",Hybrid,155,Energetic,19.0,
449,"Purple,Mr.,Nice,Guy",Indica,155,Sleepy,14.0,"Purple,Mr.,Nice"
450,"Animal,Mints",Hybrid,154,Relaxed,16.0,"Animal,Mintz"
451,"Duct,Tape",Hybrid,154,Relaxed,25.0,
452,"Scott's,OG",Hybrid,153,Relaxed,22.0,"Scott,OG"
453,"Black,Lime",Indica,153,Relaxed,16.0,"Black,Lime,Special,Reserve,,Black,Lime,Special,,Black,Lime,Reserve"
454,ZaZa,Hybrid,153,Hungry,,
455,"Lemon,Jack",Sativa,152,Energetic,17.0,
456,"Hippie,Crippler",Hybrid,152,Happy,18.0,
457,"Lodi,Dodi",Hybrid,152,Giggly,24.0,
458,Ingrid,Indica,151,Sleepy,24.0,
459,Kong,Hybrid,151,Tingly,14.0,
460,Somango,Indica,151,Relaxed,20.0,"Soma,#5,,Soma,Five"
461,"Blue,Crack",Hybrid,151,Energetic,18.0,
462,"Conspiracy,Kush",Indica,151,Sleepy,19.0,
463,"White,Nightmare",Sativa,150,Energetic,,
464,Maui,Sativa,150,Talkative,19.0,"Maui,OG"
465,MediHaze,Sativa,150,Focused,5.0,
466,"LA,Kush,Cake",Hybrid,149,Aroused,23.0,"Los,Angeles,Kush,Cake,,LA,Kush,Cake,#11"
467,"Marshmallow,OG",Hybrid,149,Relaxed,20.0,
468,"Killer,Queen",Hybrid,149,Creative,17.0,
469,Rainbow,Hybrid,148,Aroused,18.0,"Rainbow,Kush,,Rainbow,Bud"
470,"Exodus,Cheese",Hybrid,147,Talkative,17.0,
471,GG5,Hybrid,147,Sleepy,24.0,"Gorilla,Glue,#5,,New,Glue,,Gorilla,Glue,5"
472,"Cadillac,Purple",Indica,147,Sleepy,,"Purple,Cadillac"
473,"Lemon,Thai",Sativa,146,Energetic,22.0,
474,"Fortune,Cookies",Hybrid,146,Creative,21.0,"Fortune,Cookie"
475,"Blue,Frost",Hybrid,145,Uplifted,19.0,
476,"Confidential,Cheese",Indica,145,Hungry,20.0,
477,"The,Hog",Indica,144,Sleepy,20.0,"Hog,,Haracept,,Tennessee,Hog"
478,Timewreck,Sativa,144,Energetic,19.0,
479,Remedy,Indica,144,Relaxed,1.0,
480,"Rare,Darkness",Indica,144,Sleepy,17.0,
481,Timewreck,Sativa,144,Energetic,19.0,
482,"Alien,Kush",Indica,143,Tingly,21.0,
483,"Chocolope,Kush",Hybrid,143,Hungry,21.0,
484,"Crystal,Coma",Sativa,143,Euphoric,,
485,"Papaya,Cake",Hybrid,142,Relaxed,24.0,
486,"Pineapple,Skunk",Hybrid,142,Relaxed,20.0,
487,"Pink,Cookies",Hybrid,142,Tingly,20.0,
488,"OG,Shark",Hybrid,141,Happy,,"Shark,OG"
489,"Blue,Zkittlez",Indica,141,Hungry,14.0,"Blue,Skittles,,Blue,Zkittles"
490,"Hawaiian,Haze",Sativa,141,Talkative,16.0,
491,"Pandora's,Box",Sativa,140,Energetic,19.0,
492,"Lemon,Tree",Hybrid,140,Happy,17.0,"Lemon,Tree,Kush"
493,"Apples,and,Bananas",Hybrid,140,Happy,24.0,
494,"Grapefruit,Diesel",Hybrid,139,Talkative,24.0,
495,"Phantom,OG",Indica,139,Sleepy,18.0,"Phantom,OG,Kush"
496,"Love,Potion",Sativa,139,Aroused,,"Love,Potion,#1"
497,"Hardcore,OG",Indica,139,Sleepy,20.0,"Hardcore,OG,Kush"
498,"Blue,Diamond",Indica,139,Sleepy,19.0,
499,"Gelato,#41",Hybrid,139,Relaxed,23.0,
500,"Willie,Nelson",Sativa,138,Creative,16.0,
501,"Italian,Ice",Hybrid,138,Relaxed,,
502,"Ringo's,Gift",Hybrid,137,Focused,1.0,
503,"Night,Terror",Indica,137,Sleepy,19.0,"Night,Terror,OG"
504,"Raskal,OG",Hybrid,137,Talkative,21.0,"Raskal,OG,Kush"
505,"Purple,Alien,OG",Hybrid,136,Sleepy,19.0,
506,"Mandarin,Dreams",Hybrid,136,Relaxed,17.0,
507,"White,Truffle",Hybrid,136,Tingly,25.0,
508,"Sour,Dream",Hybrid,136,Energetic,29.0,"Big,E"
509,"UW,Purple",Indica,135,Sleepy,14.0,"UW,,U,Dub"
510,"Mazar,I,Sharif",Indica,135,Sleepy,13.0,Mazar
511,Silvertip,Hybrid,134,Happy,23.0,"Montana,Silvertip"
512,"Space,Bomb",Hybrid,134,Uplifted,19.0,
513,"Sour,Cookies",Hybrid,133,Talkative,21.0,
514,"Green,Goblin",Sativa,133,Giggly,14.0,
515,"Blue,Rhino",Hybrid,133,Sleepy,19.0,
516,"Blueberry,Yum,Yum",Hybrid,133,Happy,18.0,"Yum,Yum"
517,Recon,Indica,132,Sleepy,22.0,"ReCon,,Recon,OG"
518,"Blueberry,Skunk",Indica,132,Euphoric,19.0,"Blue,Skunk,,Maryhill,Skunkberry"
519,"Sour,Alien",Hybrid,131,Creative,19.0,"Sour,Alien,OG"
520,"Pink,Champagne",Indica,131,Sleepy,22.0,"Phantom,,Ken's,Phantom,,Wow,Kush"
521,"Raspberry,Cough",Sativa,130,Energetic,16.0,
522,"Church,OG",Indica,130,Sleepy,,
523,"Golden,Lemon",Hybrid,130,Relaxed,22.0,
524,"Chocolate,Thai",Sativa,130,Creative,16.0,
525,"Chocolate,Hashberry",Hybrid,130,Relaxed,18.0,
526,"Rug,Burn,OG",Hybrid,128,Euphoric,17.0,"Rug,Burn,,Rug,Burn,Kush,,Rug,Burn,OG,Kush"
527,"Apple,Jack",Hybrid,128,Focused,18.0,
528,"Skywalker,Alien",Hybrid,128,Hungry,,
529,"Watermelon,Zkittlez",Indica,128,Sleepy,24.0,"Watermelon,Skittles"
530,Middlefork,Hybrid,127,Uplifted,19.0,
531,"Papa's,OG",Indica,127,Sleepy,,"Papa's,OG,Kush,,Big,Papa"
532,"Medicine,Man",Hybrid,127,Tingly,18.0,
533,"Lime,Skunk",Sativa,127,Energetic,21.0,
534,"Critical,Cure",Indica,127,Relaxed,6.0,"CBD,Critical,Cure"
535,"Galactic,Jack",Sativa,126,Energetic,18.0,
536,"Green,Candy",Sativa,126,Energetic,17.0,"California,Green,Candy"
537,"Sour,Cheese",Hybrid,126,Talkative,20.0,
538,Hempstar,Sativa,126,Energetic,18.0,
539,"Sour,Amnesia",Sativa,125,Uplifted,21.0,"Sour,Amnesia,Haze"
540,"Double,Tangie,Banana",Hybrid,125,Talkative,17.0,"DTB,,Tangie,Banana"
541,"Sour,Amnesia",Sativa,125,Uplifted,21.0,"Sour,Amnesia,Haze"
542,"White,Fire,Alien,OG",Hybrid,125,Relaxed,23.0,
543,"501st,OG",Hybrid,125,Sleepy,21.0,"501,OG"
544,Kilimanjaro,Sativa,125,Energetic,,
545,Afwreck,Hybrid,125,Aroused,17.0,
546,"Space,Candy",Hybrid,124,Happy,17.0,
547,"Black,Cherry,OG",Indica,124,Relaxed,17.0,"Black,Cherry,OG,Kush,,Black,Cherry"
548,Sunshine,Sativa,123,Uplifted,24.0,"Sunshine,OG"
549,"Game,Changer",Hybrid,123,Uplifted,16.0,"Game,Changer,OG"
550,Dutchberry,Hybrid,123,Happy,21.0,
551,"Pineapple,Jack",Sativa,123,Energetic,19.0,"Pineapple,Jack,Herer"
552,Wookies,Hybrid,123,Relaxed,20.0,
553,"Pineapple,Diesel",Hybrid,122,Uplifted,15.0,
554,"Cookie,Wreck",Hybrid,121,Euphoric,21.0,"GSC,Wreck,,Cookie,Trainwreck,,GSC,Trainwreck"
555,Euphoria,Sativa,121,Euphoric,11.0,Euforia
556,"Incredible,Hulk",Sativa,121,Energetic,16.0,"The,Hulk"
557,"Green,Line,OG",Hybrid,121,Focused,,
558,"Corleone,Kush",Indica,121,Sleepy,22.0,
559,"Cream,Caramel",Indica,120,Sleepy,15.0,"Royal,Caramel"
560,"Jungle,Cake",Hybrid,120,Talkative,20.0,
561,"Pakistani,Chitral,Kush",Indica,119,Sleepy,,"PCK,,Pakinstini,Kush,,Purple,Citral"
562,"Blissful,Wizard",Hybrid,119,Euphoric,22.0,
563,"Power,Kush",Indica,119,Sleepy,18.0,
564,"Hog's,Breath",Indica,117,Sleepy,18.0,"Hawgsbreath,,Hog,Breath"
565,"Snow,Dog",Sativa,117,Energetic,,"Super,Snow,Dog,,Snowdog"
566,"White,Cookies",Hybrid,117,Relaxed,22.0,
567,Headbanger,Hybrid,117,Energetic,21.0,"Headbanger,Kush"
568,"LA,Woman",Hybrid,116,Hungry,22.0,"Martian,Confidential"
569,"Blueberry,Pie",Hybrid,115,Relaxed,23.0,
570,"Blue,Goo",Hybrid,115,Talkative,16.0,
571,"Alpha,Blue",Sativa,115,Energetic,20.0,"Alpha,Dream,,DD"
572,"Hawaiian,Punch",Sativa,115,Happy,18.0,
573,Shipwreck,Sativa,115,Energetic,16.0,
574,"Sunshine,Daydream",Indica,114,Relaxed,25.0,
575,"Master,Bubba",Indica,114,Sleepy,24.0,"Master,Bubba,Kush"
576,"Sojay,Haze",Sativa,114,Energetic,,
577,"Critical,Sensi,Star",Indica,114,Sleepy,15.0,
578,"Sour,Chem",Hybrid,114,Creative,21.0,"Chemdog,Sour,Diesel,,Chem,Sour,,Chemdawg,Diesel,,Chemdog,Sour,,Chemdog,Diesel,,Chem,Diesel"
579,"Banana,Punch",Hybrid,114,Tingly,19.0,
580,Bullrider,Indica,114,Creative,20.0,"Afghani,Bullrider,,Afghan,Bullrider"
581,"Blue,Moon,Rocks",Hybrid,114,Giggly,12.0,BMR
582,"Lucid,Dream",Hybrid,114,Energetic,,
583,"Gelato,Cake",Hybrid,113,Sleepy,20.0,
584,Primus,Indica,113,Happy,18.0,"Primus,OG"
585,"Dragon's,Breath",Hybrid,113,Talkative,22.0,
586,"LA,Chocolat",Hybrid,113,Relaxed,17.0,"LA,Chocolope,,LA,Chocolate"
587,Dolato,Indica,113,Relaxed,20.0,"Do-Si-Lato,,Dosi-Lato"
588,"RudeBoi,OG",Hybrid,113,Relaxed,19.0,"Rude,Boy,,RudeBoi"
589,"Strawberry,Shortcake",Indica,113,Relaxed,16.0,
590,"Georgia,Pie",Hybrid,112,Uplifted,24.0,
591,DelaHaze,Sativa,112,Energetic,20.0,Luminarium
592,"Mickey,Kush",Sativa,112,Uplifted,17.0,
593,"Mother’s,Helper",Hybrid,112,Energetic,,
594,"Silver,Kush",Sativa,112,Uplifted,,
595,"Sour,Lemon",Hybrid,112,Energetic,18.0,"Sour,Lemon,OG,,OG,Sour,Lemon"
596,"Buddha,Tahoe",Indica,112,Relaxed,18.0,"Buddha,Tahoe,OG,,Buddha,Tahoe,OG,Kush"
597,"Alice,in,Wonderland",Sativa,112,Creative,16.0,
598,"Purple,Elephant",Indica,112,Giggly,19.0,"Elephant,Purple"
599,"Jet,Fuel,Gelato",Hybrid,111,Aroused,24.0,Jetlato
600,"Fruit,Loops",Hybrid,111,Relaxed,20.0,"Fruit,Loop,Haze"
601,"Jet,Fuel,Gelato",Hybrid,111,Aroused,24.0,Jetlato
602,"Sweet,Cheese",Sativa,110,Happy,21.0,
603,"Shiva,Skunk",Indica,110,Sleepy,17.0,
604,Hashberry,Indica,110,Sleepy,11.0,
605,"Guava,Kush",Hybrid,110,Relaxed,17.0,
606,"Neville's,Haze",Sativa,110,Giggly,15.0,
607,"Super,Green,Crack",Sativa,110,Energetic,,
608,"El,Jefe",Indica,109,Tingly,18.0,"Jefe,OG"
609,"White,Lightning",Hybrid,109,Happy,17.0,
610,"Sugar,Shack",Hybrid,109,Sleepy,,
611,"Big,Smooth",Hybrid,109,Happy,20.0,
612,Midnight,Hybrid,108,Focused,7.0,
613,"Legend,OG",Indica,108,Sleepy,23.0,
614,"Whitewalker,OG",Indica,108,Sleepy,22.0,"Whitewalker,OG,Kush"
615,"Bay,11",Sativa,108,Energetic,23.0,"Granddaddy,Bay,11"
616,"Banana,Split",Hybrid,108,Happy,15.0,
617,"Brownie,Scout",Hybrid,108,Sleepy,,
618,"Jack,Skellington",Sativa,108,Creative,16.0,
619,"Blueberry,Space,Cake",Indica,108,Sleepy,,
620,"Purple,Monkey,Balls",Indica,107,Giggly,18.0,
621,"CBD,Shark",Indica,107,Relaxed,6.0,"Shark,Shock,CBD,,CBD,Shark,Shock"
622,"White,OG",Indica,107,Euphoric,21.0,"White,OG,Kush,,White,Kush,OG"
623,"Hindu,Skunk",Indica,107,Euphoric,18.0,"Dragonite,,Skunk,Kush,,Hindu,Kush,Skunk"
624,Shoreline,Hybrid,106,Euphoric,21.0,
625,"Blue,Knight",Indica,105,Relaxed,13.0,"Blue,Night,,Blueberry,Knight"
626,Bordello,Hybrid,105,Tingly,,
627,"Cracker,Jack",Sativa,105,Energetic,20.0,
628,"Tora,Bora",Indica,105,Sleepy,20.0,
629,"Black,Afghan",Indica,105,Sleepy,,
630,"Alien,Bubba",Indica,104,Relaxed,,
631,"Captain's,Cake",Hybrid,104,Happy,,
632,"Purple,Arrow",Hybrid,104,Uplifted,,
633,Dynamite,Indica,104,Sleepy,,
634,"Aurora,Indica",Indica,103,Sleepy,16.0,
635,"Tutti,Frutti",Hybrid,103,Energetic,,"Tootie,Fruity"
636,"Lemonhead,OG",Hybrid,103,Talkative,22.0,"Lemonhead,,Lemon,Heads,#2"
637,"Purple,Afghani",Indica,103,Sleepy,19.0,"BC,Purple,Afghani"
638,"Blue,Kush",Hybrid,103,Uplifted,17.0,
639,Mochi,Hybrid,103,Sleepy,10.0,"Gelato,47,,Mochi,Gelato"
640,"Bay,Dream",Sativa,103,Energetic,20.0,
641,"Lime,Sorbet",Indica,103,Sleepy,,
642,"Dutch,Dragon",Sativa,103,Energetic,,
643,"Purple,Skunk",Hybrid,103,Tingly,19.0,
644,"Cinderella's,Dream",Hybrid,103,Energetic,20.0,"Cindy's,Dream"
645,"Memory,Loss",Sativa,102,Giggly,25.0,
646,"SinMint,Cookies",Hybrid,102,Tingly,19.0,"SMC,,Sin,Mint"
647,"Peyote,Cookies",Indica,102,Sleepy,17.0,
648,"Pineapple,OG",Sativa,102,Energetic,17.0,"Pineapple,OG,Kush,,OG,Pineapple"
649,"Wedding,Pie",Hybrid,102,Sleepy,26.0,
650,Citrix,Hybrid,102,Energetic,,
651,"Tangerine,Power",Hybrid,101,Creative,17.0,
652,C4,Hybrid,101,Relaxed,19.0,
653,Frankenstein,Indica,101,Sleepy,17.0,
654,"Jamaican,Dream",Sativa,100,Energetic,18.0,
655,"Oregon,Diesel",Indica,100,Happy,14.0,
656,"Sunshine,#4",Hybrid,100,Uplifted,24.0,
657,"OG,Diesel,Kush",Hybrid,100,Talkative,23.0,"OG,Diesel"
658,"Modified,Grapes",Hybrid,100,Sleepy,24.0,"Modified,Grape"
659,"Sour,Joker",Sativa,100,Energetic,28.0,Joker
660,"Orange,Dream",Hybrid,99,Uplifted,18.0,
661,"Chemmy,Jones",Hybrid,99,Energetic,18.0,"Chem,Jones,,Chemdog,Jones"
662,"Rocket,Fuel",Hybrid,99,Uplifted,24.0,
663,"Peaches,and,Cream",Hybrid,99,Focused,11.0,"Peaches,'N,Cream"
664,"White,Kush",Indica,98,Sleepy,22.0,
665,"Purple,Berry",Indica,98,Sleepy,17.0,"Purple,Berry,Kush,,Granddaddy,Blueberry,,Blueberry,Purp"
666,Godberry,Indica,98,Sleepy,,
667,"Pink,Panther",Hybrid,98,Happy,,
668,"Santa,Maria",Sativa,97,Aroused,,Planck
669,"Pineapple,Haze",Sativa,97,Energetic,16.0,
670,"Black,Russian",Indica,97,Sleepy,16.0,
671,"Chronic,Thunder",Indica,97,Sleepy,20.0,"Kronic,Thunder"
672,Medibud,Hybrid,97,Uplifted,,
673,"Purple,Voodoo",Hybrid,96,Tingly,16.0,
674,"OG,Cheese",Hybrid,96,Giggly,17.0,
675,"Ayahuasca,Purple",Indica,96,Sleepy,10.0,
676,"Mango,Tango",Hybrid,96,Giggly,22.0,
677,"Sweet,Kush",Hybrid,96,Hungry,17.0,"Sweet,OG,Kush,,Sweet,Hindu,Kush"
678,"Mint,Face,Off",Hybrid,96,Sleepy,19.0,"Face,Mints,,Face,Off,Mints"
679,"Blue,Moonshine",Indica,96,Sleepy,12.0,"Blue,Moon"
680,"Donkey,Butter",Indica,95,Sleepy,18.0,
681,"Salmon,River,OG",Indica,95,Sleepy,17.0,"Salmon,River,OG,Kush"
682,"Garlic,Breath",Hybrid,95,Sleepy,24.0,
683,"Purple,Crack",Hybrid,95,Energetic,17.0,"Purple,Green,Crack"
684,"Bubba,Fett",Hybrid,94,Sleepy,16.0,
685,"Citral,Glue",Hybrid,94,Focused,22.0,
686,"Rockstar,Kush",Indica,94,Sleepy,,"BC,Rockstar"
687,"Moose,and,Lobsta",Sativa,94,Energetic,23.0,
688,"Green,Goddess",Hybrid,94,Aroused,17.0,
689,"Katsu,Bubba,Kush",Indica,94,Sleepy,22.0,"Katsu,Bubba"
690,"Cherry,Punch",Hybrid,94,Relaxed,23.0,
691,"Irene,OG",Hybrid,94,Creative,,"Irene,Kush,,Irene,OG,Kush"
692,"Chem,Valley,Kush",Hybrid,94,Talkative,25.0,"Chem,Valley"
693,"Night,Nurse",Hybrid,93,Sleepy,16.0,"Nurse,Night"
694,"Mint,Chocolate,Chip",Hybrid,93,Tingly,18.0,
695,"Platinum,Wreck",Hybrid,93,Euphoric,20.0,"Platinum,Trainwreck"
696,Skunkberry,Hybrid,93,Euphoric,11.0,
697,"Ecto,Cooler",Hybrid,93,Focused,,
698,"Pie,Face",Hybrid,93,Giggly,18.0,"Pie,Face,OG,,Pie,Face,OG,Kush"
699,"Master,OG",Hybrid,93,Hungry,21.0,"Master,OG,Kush"
700,"The,Truth",Hybrid,93,Talkative,19.0,"Truth,,Truth,OG"
701,"Extreme,Cream",Indica,92,Sleepy,24.0,"Extreme,Cream,#4"
702,"Lost,Coast",Hybrid,92,Uplifted,19.0,"Lost,Coast,OG,,Lost,Coast,OG,Kush"
703,"Critical,Haze",Hybrid,92,Happy,23.0,
704,Sharksbreath,Hybrid,91,Focused,17.0,"Shark,Breath,,Shark's,Breath"
705,"Cookie,Dough",Hybrid,91,Hungry,20.0,
706,"Ray,Charles",Indica,91,Sleepy,,
707,"Orange,Diesel",Hybrid,90,Energetic,16.0,"Agent,D,,Agent,Diesel"
708,"Alaskan,Ice",Sativa,90,Euphoric,13.0,
709,"Tuna,Kush",Indica,90,Sleepy,18.0,
710,"Sweet,Diesel",Sativa,90,Creative,16.0,
711,"Cold,Creek,Kush",Hybrid,90,Happy,21.0,
712,"Popcorn,Kush",Indica,90,Hungry,,
713,"Pineapple,Thai",Sativa,90,Focused,17.0,
714,"Sour,Cream",Hybrid,90,Happy,19.0,
715,"Jah,Kush",Hybrid,90,Uplifted,20.0,
716,Mexican,Sativa,90,Hungry,,Mexico
717,"Deep,Purple",Indica,90,Sleepy,16.0,
718,Ambrosia,Hybrid,89,Creative,17.0,
719,Lemonberry,Hybrid,89,Giggly,14.0,"Lemonberry,Kush,,Lemon,Berry"
720,Lemonberry,Hybrid,89,Giggly,14.0,"Lemonberry,Kush,,Lemon,Berry"
721,"Incredible,Bulk",Indica,89,Sleepy,20.0,"Bulk,,The,Incredible,Bulk"
722,"Super,Kush",Indica,88,Happy,18.0,
723,Burkle,Indica,88,Sleepy,34.0,
724,"Zombie,OG",Indica,88,Sleepy,19.0,Zombie
725,"Northern,Wreck",Indica,88,Relaxed,28.0,"Northern,Trainwreck,,Northern,Lights,x,Trainwreck"
726,"Green,Dragon",Indica,88,Giggly,22.0,"Master,Thai's,Green,Dragon,,MTGD-BX7,,MTGD"
727,"Swazi,Gold",Sativa,88,Giggly,,
728,"Duke,Nukem",Hybrid,87,Creative,,"Nukem,,Nuke,Em"
729,A-Train,Hybrid,87,Aroused,16.0,
730,Alaska,Sativa,87,Energetic,,
731,"Point,Break",Indica,87,Relaxed,23.0,
732,"Apollo,11",Hybrid,87,Euphoric,,
733,"Wet,Dream",Sativa,87,Energetic,,"Wet,Dreams"
734,"Romulan,Grapefruit",Hybrid,87,Sleepy,24.0,
735,"Banana,Diesel",Hybrid,87,Focused,21.0,
736,"Banana,Hammock",Indica,86,Relaxed,13.0,"Banana,Hammock,R1"
737,"Jack's,Cleaner",Sativa,86,Energetic,16.0,
738,"5th,Element",Indica,86,Relaxed,20.0,"Fifth,Element"
739,"Northern,Hashplant",Indica,86,Sleepy,,
740,"Sugar,Kush",Indica,86,Sleepy,14.0,
741,"Chocolate,Kush",Indica,86,Relaxed,17.0,
742,"Mt.,Hood,Magic",Hybrid,85,Euphoric,23.0,"Mount,Hood,Magic"
743,"Purple,Cheese",Hybrid,85,Sleepy,18.0,"Purple,Cheese,Auto"
744,"Critical,Hog",Indica,85,Relaxed,15.0,
745,"Purple,Cream",Indica,85,Sleepy,18.0,
746,"Citrus,Kush",Hybrid,85,Giggly,19.0,
747,"White,Urkle",Hybrid,84,Relaxed,22.0,"White,Erkle,,Pickens,Mtn.,White,Urkle"
748,"Emerald,Jack",Sativa,84,Energetic,16.0,
749,"Blue,Alien",Indica,84,Sleepy,17.0,"Blue,Alien,Kush"
750,"Black,Betty",Hybrid,84,Euphoric,19.0,
751,"Sugar,Plum,Sunset",Indica,84,Sleepy,,
752,"Black,Dog",Indica,83,Sleepy,19.0,"Black,D.O.G."
753,"Martian,Mean,Green",Hybrid,83,Uplifted,24.0,"Lil',Mean,Green,,Mean,Green"
754,"Donna,OG",Hybrid,83,Hungry,,"Donna,OG,Kush"
755,"Blue,Lights",Indica,83,Euphoric,21.0,"Blue,Northern,Lights,,Blueberry,Lights,,Blueberry,Northern,Lights"
756,"The,Soap",Hybrid,83,Focused,18.0,
757,"Blue,Venom",Hybrid,83,Relaxed,18.0,
758,Cheesewreck,Hybrid,83,Sleepy,17.0,
759,OGKB,Hybrid,83,Relaxed,25.0,"OG,Kush,Breath"
760,"The,Black",Indica,82,Sleepy,16.0,
761,"Paradise,Waits",Hybrid,82,Happy,,
762,"Hellfire,OG",Hybrid,82,Euphoric,20.0,"Hell's,Fire,,Hellfire,,Hell's,Fire,OG"
763,"Ancient,OG",Indica,82,Sleepy,19.0,
764,Yumboldt,Indica,82,Sleepy,,
765,"Skunk,Haze",Hybrid,82,Focused,13.0,"Skunk,Haze,CBD"
766,"Violet,Delight",Hybrid,82,Happy,20.0,
767,"White,Walker,Kush",Hybrid,81,Uplifted,21.0,"White,Walker,,Whitewalker"
768,"Purple,Sunset",Indica,81,Relaxed,18.0,
769,"Critical,Bilbo",Hybrid,81,Hungry,,
770,L'Orange,Hybrid,81,Focused,15.0,
771,"Mother's,Milk",Hybrid,81,Relaxed,25.0,
772,"Red,Diesel",Hybrid,81,Hungry,11.0,
773,"Black,Cherry,Cheesecake",Hybrid,81,Hungry,18.0,
774,"Sirius,Black",Indica,81,Relaxed,15.0,
775,"Vanilla,Frosting",Hybrid,81,Hungry,20.0,
776,"Connie,Chung",Hybrid,81,Sleepy,,
777,"303,Kush",Indica,81,Sleepy,20.0,"303,OG,,303,,303,OG,Kush"
778,"Purple,Passion",Indica,81,Sleepy,19.0,
779,Nordle,Indica,80,Relaxed,,"CBD,Nordle"
780,"Ripped,Bubba",Hybrid,80,Creative,16.0,"Ripped,Bubba,Kush"
781,"Heavy,Duty,Fruity",Hybrid,80,Hungry,21.0,
782,"Purple,Princess",Hybrid,80,Talkative,,
783,"Cake,Mix",Hybrid,80,Tingly,24.0,
784,"Pure,OG",Indica,79,Sleepy,19.0,
785,"Silver,Pearl",Hybrid,79,Aroused,16.0,"Pearl,X"
